belongs_to_collection,budget,genres,original_title,month,runtime,vote_average,revenue
,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",Perfume: The Story of a Murderer,9,147,7.1,132180323
,65000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Pete's Dragon,8,102,6.2,143695338
,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Peter and Vandy,1,78,6.5,11276
,100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",Peter Pan,12,113,6.9,121975011
,10000000,"[{'id': 53, 'name': 'Thriller'}]",Phantom,1,99,5.5,1034589
,12000000,"[{'id': 18, 'name': 'Drama'}]",Philomena,11,98,7.4,100129872
,2800000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",Phoenix Forgotten,4,80,5.7,3600000
,13000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Phone Booth,9,81,6.7,97837138
,750000,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Phoonk,8,179,3.5,2760000
,27000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Pineapple Express,8,111,6.6,101624843
,900000,"[{'id': 99, 'name': 'Documentary'}]","Pink Ribbons, Inc.",9,97,6.8,25000
"{'id': 104830, 'name': 'Piranha 3D Collection', 'poster_path': '/saX8LYerNYcbsEfjoq2s6jLUjJS.jpg', 'backdrop_path': '/aJ8YLbUYegsDrObrmfeoyZyR5yx.jpg'}",24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",Piranha 3D,8,88,5.3,83188165
"{'id': 104830, 'name': 'Piranha 3D Collection', 'poster_path': '/saX8LYerNYcbsEfjoq2s6jLUjJS.jpg', 'backdrop_path': '/aJ8YLbUYegsDrObrmfeoyZyR5yx.jpg'}",5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",Piranha 3DD,5,83,4.1,8493728
"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",300000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Pirates of the Caribbean: At World's End,5,169,6.9,961000000
"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Pirates of the Caribbean: Dead Man's Chest,6,151,7,1065659812
"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",230000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",Pirates of the Caribbean: Dead Men Tell No Tales,5,129,6.6,794191988
"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",380000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Pirates of the Caribbean: On Stranger Tides,5,136,6.4,1045713802
"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Pirates of the Caribbean: The Curse of the Black Pearl,7,143,7.5,655011224
"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",Pitch Black,2,108,6.7,53187659
"{'id': 306031, 'name': 'Pitch Perfect Collection', 'poster_path': '/n1bCFVJeVxX1yCTnXy4OCRwynF1.jpg', 'backdrop_path': '/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg'}",17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Pitch Perfect,9,112,7.3,115350426
"{'id': 306031, 'name': 'Pitch Perfect Collection', 'poster_path': '/n1bCFVJeVxX1yCTnXy4OCRwynF1.jpg', 'backdrop_path': '/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg'}",29000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",Pitch Perfect 2,5,115,6.8,287506194
,88000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",Pixels,7,105,5.6,243637091
"{'id': 270252, 'name': 'Planes Collection', 'poster_path': '/tvzKXcXiJuUwOlni9MV00LCtqNm.jpg', 'backdrop_path': '/zGoePWKFLVJlxDWUUJhxSQgmkCa.jpg'}",50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Planes,8,91,5.7,219788712
"{'id': 270252, 'name': 'Planes Collection', 'poster_path': '/tvzKXcXiJuUwOlni9MV00LCtqNm.jpg', 'backdrop_path': '/zGoePWKFLVJlxDWUUJhxSQgmkCa.jpg'}",50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",Planes: Fire & Rescue,7,83,5.8,151165787
,70000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",Planet 51,11,91,5.6,104945765
,100000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",Planet of the Apes,7,119,5.6,362211740
,105000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Point Break,12,114,5.5,133718711
,6,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Pollock,9,122,6.6,8
,35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Poltergeist,5,93,5,95437994
,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Pompeii,2,105,5.2,117831631
,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",Pontypool,3,93,6.6,32000
,1200000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",Poor White Trash,6,85,3.9,1404
,160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Poseidon,5,99,5.5,181674817
,200000,[],Poslednyaya skazka Rity,11,100,7.4,486937
,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Possession,10,102,6.5,10113733
,15000000,"[{'id': 35, 'name': 'Comedy'}]",Post Grad,8,89,5,6405245
,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Power Rangers,3,124,6.3,142337240
,10000000,"[{'id': 18, 'name': 'Drama'}]",Precious,11,110,6.9,47536959
,10500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Precious Cargo,7,99,5.1,100659
"{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'}",40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Predators,7,107,6,126248813
,5500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Predestination,8,97,7.3,3000000
,35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Premium Rush,8,91,6.2,31083599
,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Premonition,2,96,5.8,84146832
,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Pride & Prejudice,9,135,7.8,121147947
,30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Pride and Glory,9,130,6.3,31148328
,28000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",Pride and Prejudice and Zombies,2,108,5.5,16374328
,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Priest,5,87,5.4,78309131
,7000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Primer,10,77,6.9,424760
,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",Prince of Persia: The Sands of Time,5,116,6.2,335154643
,9000000,"[{'id': 18, 'name': 'Drama'}]",Princess Kaiulani,5,130,4.8,771499
,46000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Prisoners,9,153,7.9,122126687
,12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Project Almanac,1,106,6.4,32248241
,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Project X,3,88,6.5,100000000
,8000000,"[{'id': 35, 'name': 'Comedy'}]",Prom,4,104,5.7,10130000
"{'id': 135416, 'name': 'Prometheus Collection', 'poster_path': '/gMjiXB5dhV8nN77xXnhTIhARE7a.jpg', 'backdrop_path': '/cK83Pq8SJoeSTnLJucr8IWn35KF.jpg'}",130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",Prometheus,5,124,6.3,403170142
,15000000,"[{'id': 18, 'name': 'Drama'}]",Promised Land,9,106,6,8138788
,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Proof,9,100,6.2,7535331
,80000000,"[{'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Public Enemies,7,140,6.5,214104620
"{'id': 124188, 'name': 'Pulse Collection', 'poster_path': '/ttm2U2EUHXO8v0qrlKVw5SW8grN.jpg', 'backdrop_path': '/9An6u5Eu7h1J3IWxlari934faJl.jpg'}",38000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Pulse,8,90,5,29907685
,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Punch-Drunk Love,10,95,6.9,17000000
,20500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",Punisher: War Zone,12,102,5.6,10089373
,38000000,"[{'id': 28, 'name': 'Action'}]",Push,2,111,5.9,45465299
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Quantum of Solace,10,106,6.1,586090727
"{'id': 123932, 'name': 'Quarantine Collection', 'poster_path': '/Aa0hh5DGedQPdFs2e43uRzqXw50.jpg', 'backdrop_path': '/7tMlGUiAGrryUimeKDnECC9mWEZ.jpg'}",12000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Quarantine,10,89,5.6,40855419
,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Quartet,9,98,6.4,59520298
,15000000,"[{'id': 18, 'name': 'Drama'}]",Queen of Katwe,9,124,7.1,10367161
"{'id': 217704, 'name': 'The Vampire Chronicles', 'poster_path': '/1Iop0dywqQeD5Mm7oRVR8vZ8gkj.jpg', 'backdrop_path': '/5margBoJC97ZrciVpAUc0PiY6Rc.jpg'}",35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",Queen of the Damned,2,101,5.5,45479110
,2500,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Quiet City,3,78,6.6,15425
,13500000,"[{'id': 18, 'name': 'Drama'}]",Quills,11,124,6.8,7060876
,130000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",R.I.P.D.,7,96,5.4,61648500
,5000000,"[{'id': 18, 'name': 'Drama'}]",Rabbit Hole,12,91,6.8,5129058
,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",Race,2,134,7,24804129
,50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",Race to Witch Mountain,3,98,5.4,106303988
,30000000,"[{'id': 35, 'name': 'Comedy'}]",Racing Stripes,1,102,5.1,93772522
,32000000,"[{'id': 18, 'name': 'Drama'}]",Radio,10,109,6.8,52277485
,15000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Raise Your Voice,8,103,6,14867514
,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Raising Helen,5,119,5.9,49718611
,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Raising Victor Vargas,5,88,7.8,2816116
"{'id': 5039, 'name': 'Rambo Collection', 'poster_path': '/feGOEOVrOLyjtEnVa88rQLgD3XY.jpg', 'backdrop_path': '/Yt2ZxbJv2HM842B6FNMr59Vhyb.jpg'}",50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Rambo,1,92,6.4,113244290
,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Rampart,11,108,5.3,972512
,135000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",Rango,3,107,6.6,245724603
,48000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Rat Race,7,112,6,85498534
,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Ratatouille,6,111,7.5,623722818
,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Ratchet & Clank,4,94,5.4,8821329
,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",Ray,10,152,7.2,124731534
,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Ready to Rumble,4,107,4.7,12372410
,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",Real Steel,9,127,6.6,299268508
,45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Rebound,7,103,5.2,16809014
"{'id': 421084, 'name': 'Disneys GroêÈe Pause', 'poster_path': '/4DNU3wts3ScQ7rOLCDr6G7Zqzuf.jpg', 'backdrop_path': '/7VvA9Q8JEtbfmOcTgzj0brdgzbz.jpg'}",10000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Recess: School's Out,1,83,6.6,44460850
"{'id': 163902, 'name': 'RED Collection', 'poster_path': '/d9T3DkXxDahif4eXPzrH28yayaL.jpg', 'backdrop_path': '/7OsWpRJowfXdZ610iKiBA7FzaD6.jpg'}",58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",RED,10,111,6.6,71664962
,65000000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Red Dawn,11,93,5.3,44806783
"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",78000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Red Dragon,9,124,6.7,209196298
,26000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Red Eye,8,85,6.2,57891803
,14000000,"[{'id': 53, 'name': 'Thriller'}]",Red Lights,3,119,6,13551174
,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Red Planet,11,106,5.4,33463969
,42000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Red Riding Hood,3,100,5.7,89162162
,4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Red State,8,88,5.9,1104682
,58000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Red Tails,1,125,5.9,50365377
,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Redacted,1,90,6.2,782102
,500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Redd Inc.,11,93,5.5,1000000
,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Reign of Fire,7,101,6,43061982
,20000000,"[{'id': 18, 'name': 'Drama'}]",Reign Over Me,3,124,7.1,22222308
,42000000,"[{'id': 53, 'name': 'Thriller'}]",Reindeer Games,2,124,5.3,32168970
,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Remember Me,3,113,6.9,56032889
,30000000,"[{'id': 18, 'name': 'Drama'}]",Remember the Titans,9,113,7.4,136706683
,27500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Rendition,9,120,6.2,24748670
,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Reno 911!: Miami,2,84,5.6,20342161
,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Rent,11,135,6.7,31670620
,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Repentance,2,90,5.1,1189612
,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Repo Men,3,111,6.2,18409891
,4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Requiem for a Dream,10,102,7.9,7390108
,10000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Rescue Dawn,9,126,6.9,7177143
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",33000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil,3,100,6.4,102984862
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil: Afterlife,9,97,5.8,300228084
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil: Apocalypse,9,94,6.1,129394835
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil: Extinction,9,94,6.1,148412065
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",65000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil: Retribution,9,95,5.6,240159255
"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",40000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",Resident Evil: The Final Chapter,12,107,5.9,312242626
,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Restless,9,91,6.3,163265
,24000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Return to Me,4,115,6.1,36609995
"{'id': 55422, 'name': 'Peter Pan Collection', 'poster_path': '/t0mINaIut2aDKdGseQtC7UcbRNW.jpg', 'backdrop_path': '/AnhKboZjfeGuHI6qg7pp9RCesTF.jpg'}",20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Return to Never Land,2,72,6.1,109862682
,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Revolutionary Road,12,119,6.8,75225693
,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",Ricki and the Flash,7,100,5.6,41325328
"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",38000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Riddick,9,119,6.2,98337295
"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Ride Along,1,99,6.1,153997819
"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",40000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Ride Along 2,1,102,6.1,124827316
,2600000,"[{'id': 99, 'name': 'Documentary'}]",Riding Giants,7,105,7.6,3166000
,48000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Riding in Cars with Boys,10,132,6.5,35743308
,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Righteous Kill,9,101,5.9,73174566
"{'id': 14563, 'name': 'The Ring Collection', 'poster_path': '/500xj7l72BojMZ3tNBJY46tg5YJ.jpg', 'backdrop_path': '/jXlFymc442CEMB5h3d62GeJefnW.jpg'}",25000000,"[{'id': 27, 'name': 'Horror'}]",Rings,2,102,4.8,83080890
